name,homepage,projectrank,category,labels
Crystal Toolkit,https://github.com/materialsproject/crystaltoolkit,21,visualization,
Metatensor,https://github.com/metatensor/metatensor,19,data-structures,"['lang-rust', 'lang-c', 'lang-cpp', 'lang-py']"
DM21,https://github.com/google-deepmind/deepmind-research/tree/master/density_functional_approximation_dm21,19,ml-dft,
OpenBioML ChemNLP,https://github.com/OpenBioML/chemnlp,0,language-models,['datasets']
Graphormer,https://github.com/microsoft/Graphormer,14,rep-learn,"['transformer', 'pretrained']"
OpenML,https://github.com/openml/OpenML,15,community,['datasets']
SevenNet,https://github.com/MDIL-SNU/SevenNet,0,uip,"['ml-iap', 'md', 'pretrained']"
PMTransformer,https://github.com/hspark1212/MOFTransformer,13,generative,"['transfer-learning', 'pretrained', 'transformer']"
HydraGNN,https://github.com/ORNL/HydraGNN,12,rep-learn,
load-atoms,https://github.com/jla-gardner/load-atoms,0,datasets,['data-structures']
Elementari,https://github.com/janosh/elementari,0,visualization,['lang-js']
Neural-Network-Models-for-Chemistry,https://github.com/Eipgen/Neural-Network-Models-for-Chemistry,0,community,['rep-learn']
NIST ChemNLP,https://github.com/usnistgov/chemnlp,0,language-models,['literature-data']
Atomvision,https://github.com/usnistgov/atomvision,10,visualization,"['computer-vision', 'experimental-data', 'rep-learn']"
AI4Chemistry course,https://github.com/schwallergroup/ai4chem_course,0,educational,['chemistry']
calorine,https://calorine.materialsmodeling.org/,9,ml-iap,
Q-stack,https://github.com/lcmd-epfl/Q-stack,8,ml-dft,"['excited-states', 'general-tool']"
AGOX,https://agox.gitlab.io/agox/,8,materials-discovery,['structure-optimization']
SiMGen,https://github.com/RokasEl/simgen,0,generative,['visualization']
MADICES Awesome Interoperability,MADICES/MADICES.github.io/blob/main/docs/awesome_interoperability.md,7,community,['datasets']
Awesome-Graph-Generation,https://github.com/yuanqidu/awesome-graph-generation,6,community,['rep-learn']
Awesome Neural SBI,https://github.com/smsharma/awesome-neural-sbi,0,community,['active-learning']
AIS Square,https://github.com/deepmodeling/AIS-Square,0,datasets,"['community', 'model-repository']"
rho_learn,https://github.com/jwa7/rho_learn,0,ml-dft,
Awesome-Crystal-GNNs,https://github.com/kdmsit/Awesome-Crystal-GNNs,0,community,
ML for catalysis tutorials,https://github.com/ulissigroup/ml_catalysis_tutorials,0,educational,
KSR-DFT,https://github.com/pedersor/ksr_dft,0,ml-dft,
ACEpsi.jl,https://github.com/ACEsuit/ACEpsi.jl,0,ml-wft,"['rep-eng', 'lang-julia']"
The Perovskite Database Project,https://github.com/Jesperkemist/perovskitedatabase,4,datasets,['community']
QMLearn,http://qmlearn.rutgers.edu/,4,ml-esm,
GN-MM,https://gitlab.com/zaverkin_v/gmnn,4,ml-iap,"['active-learning', 'md', 'rep-eng', 'magnetism']"
GDB-9-Ex9 and ORNL_AISD-Ex,https://github.com/ORNL/Analysis-of-Large-Scale-Molecular-Datasets-with-Python,0,datasets,
MXenes4HER,https://github.com/cnislab/MXenes4HER,0,rep-eng,"['materials-discovery', 'catalysis', 'scikit-learn', 'single-paper']"
q-pac,https://gitlab.com/jmargraf/qpac,4,ml-esm,['electrostatics']
MAGUS,https://gitlab.com/bigd4/magus,0,materials-discovery,"['structure-prediction', 'active-learning']"
Allegro-Legato,https://github.com/ibayashi-hikaru/allegro-legato,0,ml-iap,['md']
automl-materials,https://github.com/mm-tud/automl-materials,0,rep-eng,"['automl', 'benchmarking', 'single-paper']"
AI4ChemMat Hands-On Series,https://github.com/ai4chemmat/ai4chemmat.github.io,0,educational,
PyFLAME,https://gitlab.com/flame-code/PyFLAME,2,ml-iap,"['active-learning', 'structure-prediction', 'structure-optimization', 'rep-eng', 'lang-fortran']"
AisNet,https://github.com/loilisxka/AisNet,0,ml-iap,
Rascaline,https://github.com/metatensor/featomic,11,rep-eng,"['lang-rust', 'lang-cpp']"
fplib,https://github.com/Rutgers-ZRG/libfp,10,rep-eng,"['lang-c', 'single-paper']"
Meta Open Materials 2024 (OMat24) Dataset,https://huggingface.co/datasets/fairchem/OMAT24,8,datasets,
rho_learn,https://github.com/m-stack-org/rho_learn,0,ml-dft,
DeePMD-DPA3,https://github.com/deepmodeling/deepmd-kit,0,uip,"['ml-iap', 'pretrained', 'workflows', 'datasets']"
SMACT,https://github.com/WMD-group/SMACT,0,materials-discovery,"['htc', 'structure-prediction', 'electrostatics']"
FAIRChem EquiformerV2 models,https://github.com/FAIR-Chem/fairchem/tree/main/src/fairchem/core/models/equiformer_v2,0,uip,"['pretrained', 'uip', 'rep-learn', 'catalysis']"
FAIRChem eSEN models,https://github.com/janosh/matbench-discovery/tree/main/models/eSEN,0,uip,"['pretrained', 'uip', 'rep-learn', 'catalysis']"
Molfeat,https://github.com/datamol-io/molfeat,0,general-tool,"['cheminformatics', 'rep-eng', 'rep-learn', 'generative', 'language-models', 'pretrained']"
AtomAI,https://github.com/pycroscopy/atomai,0,general-tool,"['computer-vision', 'unsupervised', 'experimental-data']"
ElementEmbeddings,https://github.com/WMD-group/ElementEmbeddings,0,rep-eng,"['xai', 'unsupervised', 'visualization']"
pySIPFENN,https://github.com/PhasesResearchLab/pySIPFENN,0,rep-eng,"['material-defect', 'disordered-materials', 'pretrained', 'transfer-learning']"
ChemML,https://github.com/hachmannlab/chemml,0,rep-eng,"['cheminformatics', 'active-learning', 'workflows']"
Psiflow,https://github.com/molmod/psiflow,0,md,"['ml-iap', 'active-learning', 'sampling']"
Featomic,https://github.com/metatensor/featomic,0,rep-eng,"['lang-rust', 'lang-cpp']"
SLICES and MatterGPT,https://github.com/xiaohang007/SLICES,0,generative,"['rep-eng', 'language-models', 'transformer', 'materials-discovery', 'structure-prediction']"
xtal2png,https://github.com/sparks-baird/xtal2png,0,rep-learn,['computer-vision']
Bgolearn,https://bgolearn.netlify.app,0,active-learning,"['materials-discovery', 'probabilistic']"
mat_discover,https://github.com/sparks-baird/mat_discover,0,unsupervised,"['materials-discovery', 'rep-eng', 'htc']"
nablaDFT,https://github.com/AIRI-Institute/nablaDFT,0,datasets,"['ml-dft', 'ml-wft', 'drug-discovery', 'ml-iap', 'benchmarking']"
PDynA,https://github.com/WMD-group/PDynA,0,rep-eng,['md']
pumml,https://github.com/ncfrey/pumml,0,unsupervised,['materials-discovery']
MPDS API,https://github.com/mpds-io/mpds-api,0,datasets,['phase-transition']
Charting ML Publications in Science,https://github.com/blaiszik/ml_publication_charts,0,community,"['literature-data', 'general-ml']"
ElemNet,https://github.com/NU-CUCIS/ElemNet,0,rep-eng,['single-paper']
molecular-vae,https://github.com/aksub99/molecular-vae,0,generative,"['rep-learn', 'cheminformatics', 'single-paper']"
PolyGNN,https://github.com/Ramprasad-Group/polygnn,0,rep-learn,"['soft-matter', 'multitask', 'single-paper']"
JaQMC,https://github.com/bytedance/jaqmc,0,ml-wft,
thermo,https://github.com/janosh/thermo,0,probabilistic,"['materials-discovery', 'experimental-data', 'active-learning', 'transport-phenomena']"
3D-EMGP,https://github.com/jiaor17/3D-EMGP,0,unsupervised,"['pretrained', 'rep-learn', 'single-paper']"
descriptors-inversion,https://github.com/MCobe94/descriptors-inversion,0,generative,"['rep-eng', 'single-paper']"
